,Marka,Model,EAN,RAM,Flash,SIMM,Kolor,mgsm,source
614,Samsung,Galaxy S4 mini GT-I9195I,8806085704473,,,,,,
615,Samsung,Galaxy Trend 2 Lite,8806086754750,,,,,,
616,Samsung,Galaxy Trend 2 Lite,8806086754859,,,,,,
617,Huawei,Mate S,6901443088232,,,,,,
618,Nokia,222 Dual SIM,6438158743557,,,,,,
619,Nokia,222 Dual SIM,6438158743564,,,,,,
620,Philips,E120,8712581735692,,,,,,
621,Allview,A5 Easy,5948790008330,,,,,,
622,Allview,P8 Energy,5948790008774,,,,,,
623,Allview,P8 Energy,5948790008767,,,,,,
624,Allview,P5 Energy,5948790008569,,,,,,
625,Allview,P5 Energy,5948790008576,,,,,,
626,Sony,Xperia Z5,7311271537038,,,,,,
627,Sony,Xperia Z5,7311271537045,,,,,,
628,Sony,Xperia Z5,7311271537021,,,,,,
629,Sony,Xperia Z5,7311271538257,,,,,,
630,Sony,Xperia Z5,1062820,,,,,,
631,Sony,Xperia Z5,1062801,,,,,,
632,Sony,Xperia Z5,1062821,,,,,,
633,Sony,Xperia Z5,1062800,,,,,,
634,Sony,Xperia Z5 Dual,7311271538240,,,,,,
635,Sony,Xperia Z5 Dual,7311271537977,,,,,,
636,Sony,Xperia Z5 Dual,7311271537885,,,,,,
637,Sony,Xperia Z5 Dual,7311271537922,,,,,,
638,Sony,Xperia Z5 Compact,7311271545774,,,,,,
639,Sony,Xperia Z5 Compact,7311271545750,,,,,,
640,Sony,Xperia Z5 Compact,7311271545781,,,,,,
641,Sony,Xperia Z5 Compact,7311271545835,,,,,,
642,Sony,Xperia Z5 Premium,7311271544289,,,,,,
643,Sony,Xperia Z5 Premium,7311271544302,,,,,,
644,Sony,Xperia Z5 Premium,7311271544272,,,,,,
645,Alcatel,One Touch Go Play,4894461311944,,,,,,
646,Alcatel,One Touch Go Play,4894461311937,,,,,,
647,Alcatel,One Touch Go Play,4894461311807,,,,,,
648,Alcatel,One Touch Go Play,4894461311913,,,,,,
649,Alcatel,One Touch Pixi First,4894461308760,,,,,,
650,Alcatel,One Touch Pixi First,4894461308753,,,,,,
651,Manta,TEL2405,5907377865643,,,,,,
652,Manta,TEL2405,5907377866633,,,,,,
653,Manta,MS2001,5907377863571,,,,,,
654,Manta,MS2002,5907377864431,,,,,,
655,myPhone,L-Line,5902052862375,,,,,,
656,myPhone,L-Line,5902052862382,,,,,,
657,Apple,iPhone 6s,888462600507,,,,,,
658,Apple,iPhone 6s,888462600538,,,,,,
659,Apple,iPhone 6s,888462600477,,,,,,
660,Apple,iPhone 6s Plus,888462602204,,,,,,
661,Apple,iPhone 6s Plus,888462602174,,,,,,
662,Apple,iPhone 6s Plus,888462602235,,,,,,
663,Apple,iPhone 6s Plus,888462602266,,,,,,
664,Apple,iPhone 6s 64 GB,888462600590,,,,,,
665,Apple,iPhone 6s 64 GB,888462600620,,,,,,
666,Apple,iPhone 6s 64 GB,888462600569,,,,,,
667,Apple,iPhone 6s 64 GB,888462600651,,,,,,
668,Apple,iPhone 6s 128 GB,888462600712,,,,,,
669,Apple,iPhone 6s 128 GB,888462600743,,,,,,
670,Apple,iPhone 6s 128 GB,888462600774,,,,,,
671,Apple,iPhone 6s 128 GB,888462600774,,,,,,
672,Apple,iPhone 6s Plus 64 GB,888462602389,,,,,,
673,Apple,iPhone 6s Plus 64 GB,888462602358,,,,,,
674,Apple,iPhone 6s Plus 64 GB,888462602327,,,,,,
675,Apple,iPhone 6s Plus 64 GB,888462602297,,,,,,
676,Apple,iPhone 6s Plus 128 GB,888462602419,,,,,,
677,Apple,iPhone 6s Plus 128 GB,888462602471,,,,,,
678,Apple,iPhone 6s Plus 128 GB,888462602501,,,,,,
679,Apple,iPhone 6s Plus 128 GB,888462602440,,,,,,
680,Apple,iPhone 6s Plus 128 GB,888462600682,,,,,,
681,MaxCom,MM235,5908235973234,,,,,,
682,MaxCom,MM235,5908235973913,,,,,,
683,Telefunken,Inspire,5901801901419,,,,,,
684,Telefunken,Inspire,5901801901426,,,,,,
685,Allview,M7 Stark,5948790008354,,,,,,
686,Alcatel,One Touch Pop 3 5 Dual SIM,4894461295817,,,,,,
687,Samsung,Galaxy Core Prime VE,8806086860284,,,,,,
688,Samsung,Galaxy Core Prime VE,8806086859967,,,,,,
689,Samsung,Galaxy Core Prime VE,8806086860246,,,,,,
690,Wiko,Rainbow Jam 4G,6943279407849,,,,,,
691,Wiko,Rainbow Jam 4G,6943279407887,,,,,,
692,Wiko,Rainbow Jam,6943279407344,,,,,,
693,Wiko,Rainbow Jam,6943279407375,,,,,,
694,MaxCom,MM462,5908235973258,,,,,,
695,LG,Nexus 5X,8806084999535,,,,,,
696,Kruger&Matz,Live 3,5901436818700,,,,,,
697,Kruger&Matz,Live 3,5901436818687,,,,,,
698,Kruger&Matz,Move 3,5901890015882,,,,,,
699,Kruger&Matz,Move 4,5901436818649,,,,,,
700,Kruger&Matz,Drive 4,5901436818694,,,,,,
701,Prestigio,Wize D3,8595248131095,,,,,,
702,BlackBerry,Priv,802975061815,,,,,,
703,CAT,S30,5060280969195,,,,,,
704,Evolveo,StrongPhone X1,8594161335573,,,,,,
705,JCB,Tradesman 2,5060280964725,,,,,,
706,Manta,MS2402,5907377864363,,,,,,
707,Manta,MS2402,5907377864349,,,,,,
708,Manta,TEL2201 QWERTY,5907377864851,,,,,,
709,Manta,Senior Phone Big Light MS1702,5907377864547,,,,,,
710,Manta,Senior Phone Tower TEL1704,5907377864769,,,,,,
711,Microsoft,Lumia 550,6438158745216,,,,,,
712,Microsoft,Lumia 550,6438158745223,,,,,,
713,Microsoft,Lumia 950 XL Dual SIM,6438158745070,,,,,,
714,Microsoft,Lumia 950 XL Dual SIM,6438158745087,,,,,,
715,Microsoft,Lumia 950 XL,6438158745063,,,,,,
716,Microsoft,Lumia 950 XL,6438158745056,,,,,,
717,Microsoft,Lumia 950,6438158745179,,,,,,
718,Microsoft,Lumia 950,6438158745155,,,,,,
719,Microsoft,Lumia 950 Dual SIM,6438158745186,,,,,,
720,Microsoft,Lumia 950 Dual SIM,6438158745162,,,,,,
721,ZTE,Axon mini,6934933095779,,,,,,
722,myPhone,Fun 4,5902052862634,,,,,,
723,myPhone,Fun 4,5902052862641,,,,,,
724,myPhone,MiNi,5902052863495,,,,,,
725,myPhone,Artis,5902052863112,,,,,,
726,myPhone,Cube LTE,5902052862733,,,,,,
727,myPhone,Cube LTE,5902052862726,,,,,,
728,myPhone,Venum,5902052862689,,,,,,
729,myPhone,Venum,5902052862672,,,,,,
730,myPhone,Venum,5902052862658,,,,,,
731,myPhone,Venum,5902052862665,,,,,,
732,HTC,One A9,4718487680825,,,,,,
733,MaxCom,MM238,5908235973623,,,,,,
734,Bluboo,Xtouch,6970595010170,,,,,,
735,Bluboo,Xtouch,6970595010163,,,,,,
736,Goclever,Quantum 2 500 Lite,5906736070698,,,,,,
737,MaxCom,MM428,5908235973630,,,,,,
738,Prestigio,Muze E3,8595248132177,,,,,,
739,Wiko,Fever 4G,6943279408563,,,,,,
740,Wiko,Fever 4G,6943279408556,,,,,,
741,Wiko,Pulp Fab 4G,6943279408174,,,,,,
742,Wiko,Pulp Fab 4G,6943279408198,,,,,,
743,Wiko,Pulp Fab 4G,6943279408204,,,,,,
744,Wiko,Pulp Fab 4G,6943279408211,,,,,,
745,Wiko,Pulp 4G,6943279408426,,,,,,
746,NavRoad,Nexo Smarty,5901597742333,,,,,,
747,NavRoad,Nexo Smarty,5901597742340,,,,,,
748,myPhone,Metro,5902052862474,,,,,,
749,Nokia,230 Dual SIM,6438158753631,,,,,,
750,Nokia,230 Dual SIM,6438158753648,,,,,,
751,LG,G4S Dual,8806084999771,,,,,,
752,Philips,V787,8712581737795,,,,,,
753,Manta,TEL1709,5907377866596,,,,,,
754,Prestigio,Grace S5 LTE,8595248132962,,,,,,
755,Bluboo,Xfire2,6970595000058,,,,,,
756,Sencor,Element P001S,8590669143313,,,,,,
757,Sencor,Element P020,8590669172139,,,,,,
758,MaxCom,MM721,5908235973692,,,,,,
759,Alcatel,Pop 4+,4894461395159,,,,,,
760,Alcatel,Pop 4+,4894461363172,,,,,,
761,myPhone,Funky 8 GB,5902052860883,,,,,,
762,CAT,S60,5060472350015,,,,,,
763,ZTE,Blade V7 Lite,6902176002977,,,,,,
764,MaxCom,MM320,5908235973708,,,,,,
765,MaxCom,MM320,5908235973692,,,,,,
766,MaxCom,MM129,5908235973753,,,,,,
767,Wiko,Tommy,6943279409584,,,,,,
768,Wiko,Tommy,6943279409577,,,,,,
769,Wiko,Tommy,6943279409553,,,,,,
770,Wiko,U Feel Lite,6943279409508,,,,,,
771,Wiko,Fever Special Edition,6943279410733,,,,,,
772,Alcatel,Pop 4S,4894461384993,,,,,,
773,Alcatel,Idol 4,4894461382739,,,,,,
774,ZTE,Blade V580,6934933077935,,,,,,
775,Ulefone,Power,6937748730385,,,,,,
776,Manta,Senior TEL2407,5907377866404,,,,,,
777,Manta,TEL2406,5907377866695,,,,,,
778,Manta,TEL2404,5907377864981,,,,,,
779,Manta,TEL2003 Senior,5907377865469,,,,,,
780,Manta,Senior Phone Glossy TEL1706,5907377865155,,,,,,
781,Manta,TEL1707 Senior,5907377865445,,,,,,
782,Homtom,HT3,6937748731269,,,,,,
783,Homtom,HT3,6937748731276,,,,,,
784,Huawei,Mate S Dual SIM,6901443088225,,,,,,
785,Ulefone,U007,6937748730361,,,,,,
786,MaxCom,Strong MM911,5908235973203,,,,,,
787,MaxCom,Strong MM916,5908235973807,,,,,,
788,MaxCom,Classic MM141,5908235973791,,,,,,
789,MaxCom,Classic MM141,5908235973838,,,,,,
790,MaxCom,Classic MM129,5908235973753,,,,,,
791,Ulefone,Be Pure Lite,6937748730811,,,,,,
792,Kiano,Elegance 5.5,5901821991407,,,,,,
793,Kiano,Elegance 5.5,5901821991308,,,,,,
794,UMI,Plus,6970543490160,,,,,,
795,Apple,iPhone 7,190198066947,,,,,,
796,Apple,iPhone 7,190198067302,,,,,,
797,Apple,iPhone 7,190198067661,,,,,,
798,Apple,iPhone 7,190198068026,,,,,,
799,Apple,iPhone 7 Plus,190198156785,,,,,,
800,Apple,iPhone 7 Plus,190198156068,,,,,,
801,Apple,iPhone 7 Plus,190198156426,,,,,,
802,Apple,iPhone 7 Plus,190198157140,,,,,,
803,MaxCom,Classic MM330 3G,5908235973951,,,,,,
804,MaxCom,Maxcom Strong MM920,5908235974019,,,,,,
805,MaxCom,Maxcom Strong MM920,5908235973937,,,,,,
806,MaxCom,Comfort MM831 3G,5908235973982,,,,,,
807,Homtom,HT10,6937748731450,,,,,,
808,Asus,ZenFone 3 Max ZC553KL,4712900657159,,,,,,
809,Microsoft,Nokia 216 Dual SIM,6438158761575,,,,,,
810,Microsoft,Nokia 216 Dual SIM,6438158761582,,,,,,
811,BlackBerry,DTEK60,802975667994,,,,,,
812,MaxCom,Comfort MM818,5908235973869,,,,,,
813,MaxCom,Comfort MM818,5908235973852,,,,,,
814,myPhone,Halo Easy,5902052866632,,,,,,
815,myPhone,Halo Easy,5902052866625,,,,,,
816,myPhone,Hammer Energy,5902052867448,,,,,,
817,myPhone,Hammer Energy,5902052867455,,,,,,
818,myPhone,Hammer Iron 2,5902052866588,,,,,,
819,myPhone,Hammer Iron 2,5902052866588,,,,,,
820,myPhone,Hammer Iron 2,5902052866595,,,,,,
821,Ulefone,Tiger,6937748730910,,,,,,
822,Ulefone,U007 Pro,6937748730835,,,,,,
823,Ulefone,U007 Pro,6937748730842,,,,,,
824,Ulefone,U007 Pro,6937748730859,,,,,,
825,Kiano,Elegance 5.1,5901821991476,,,,,,
826,Kruger&Matz,Live 4S,5901436823292,,,,,,
827,UMI,Diamond,6970543490238,,,,,,
828,UMI,Diamond,6970543490269,,,,,,
829,UMI,Diamond,6970543490214,,,,,,
830,Philips,Xenium X818,8712581740986,,,,,,
831,myPhone,6310,5902052866540,,,,,,
832,myPhone,6310,5902052866557,,,,,,
833,UMI,Diamond X,6970543490283,,,,,,
834,Asus,ZenFone Go ZB500KG,4712900577785,,,,,,
835,Asus,ZenFone Go ZB500KG,2000000630168,,,,,,
836,Kiano,Elegance 5.1 Pro,5901821991384,,,,,,
837,Nokia,150 Dual SIM,6438158763364,,,,,,
838,Nokia,150 Dual SIM,6438158763371,,,,,,
839,myPhone,Classic,5902052867714,,,,,,
840,UMI,Z,6970543490375,,,,,,
841,Ulefone,Gemini,6937748731122,,,,,,
842,Ulefone,Gemini,6937748731108,,,,,,
843,Posh Mobile,Grace Z3,8595248137653,,,,,,
844,LG,G6,8806087021523,,,,,,
845,Alcatel,A3,4894461455273,,,,,,
846,Alcatel,A5 LED,4894461451770,,,,,,
847,ZTE,Nubia N1 Lite,6902176900570,,,,,,
848,Sony,Xperia XA1 Ultra Dual,7311271586586,,,,,,
849,Sony,Xperia XZ Premium Dual,7311271586456,,,,,,
850,Samsung,Galaxy Xcover 4,8806088680323,,,,,,
851,Nokia,5 Dual SIM,6438409001764,,,,,,
852,Apple,iPhone 6 32GB,190198429186,,,,,,
853,Apple,iPhone 6 32GB,190198429377,,,,,,
854,Huawei,P10 Lite Dual SIM,6901443160655,,,,,,
855,Sony,Xperia L1 Dual SIM,7311271586821,,,,,,
856,Philips,Xenium X588,8712581749156,,,,,,
857,Ulefone,Power 2,2900991495664,,,,,,
858,Samsung,Galaxy S8,8806088717548,,,,,,
859,Samsung,Galaxy S8,8806088717364,,,,,,
860,Samsung,Galaxy S8,8806088717159,,,,,,
861,Samsung,Galaxy S8+,8806088716367,,,,,,
862,Samsung,Galaxy S8+,8806088716091,,,,,,
863,Alcatel,2051,4894461404882,,,,,,
864,Alcatel,2051,4894461404899,,,,,,
865,Huawei,Ascend Mate 7 Dual SIM,6901443043507,,,,,,
866,Nokia,3310 2017 Dual SIM,6438409600387,,,,,,
867,Nokia,3310 2017 Dual SIM,6438409600394,,,,,,
868,Nokia,3310 2017 Dual SIM,6438409602336,,,,,,
869,Huawei,P9 Lite 2017 Dual SIM,6901443168538,,,,,,
870,Doogee,Mix,5901801902799,,,,,,
871,Doogee,Mix,5901801903093,,,,,,
872,Doogee,Mix,5901801902782,,,,,,
873,Motorola,Moto C,723755130975,,,,,,
874,myPhone,Rumba,5902052868926,,,,,,
875,myPhone,Rumba,5902052868933,,,,,,
876,myPhone,Hammer 3,5902052868858,,,,,,
877,myPhone,Hammer 3,5902983600459,,,,,,
878,myPhone,Hammer 3,5902983600466,,,,,,
879,myPhone,Hammer 3+,5902052868865,,,,,,
880,myPhone,Hammer 3+,5902983600510,,,,,,
881,myPhone,Hammer 3+,5902983600497,,,,,,
882,Apple,iPhone 7 128 GB,190198068385,,,,,,
883,Apple,iPhone 7 128 GB,190198068743,,,,,,
884,Apple,iPhone 7 128 GB,190198069108,,,,,,
885,Apple,iPhone 7 128 GB,190198069467,,,,,,
886,Apple,iPhone 7 128 GB,190198069825,,,,,,
887,Apple,iPhone 7 256 GB,190198070548,,,,,,
888,Apple,iPhone 7 Plus 128 GB,190198044068,,,,,,
889,Apple,iPhone 7 Plus 128 GB,190198044785,,,,,,
890,Apple,iPhone 7 Plus 128 GB,190198043702,,,,,,
891,Apple,iPhone 7 Plus 128 GB,190198044426,,,,,,
892,Apple,iPhone 7 Plus 256 GB,190198045508,,,,,,
893,Apple,iPhone 7 Plus 256 GB,190198045867,,,,,,
894,Apple,iPhone 7 Plus 256 GB,190198046949,,,,,,
895,Modecom,Q-502,5901885247489,,,,,,
896,Motorola,Moto E4,6947681557314,,,,,,
897,Motorola,Moto E4,723755013568,,,,,,
898,Motorola,Moto G5S Dual SIM,6947681550384,,,,,,
899,Kiano,Elegance 5.0 Lite,5901821991063,,,,,,
900,Doogee,BL5000,5901801902829,,,,,,
901,Nokia,105 2017,6438409603258,,,,,,
902,Nokia,130 2017,6438409604576,,,,,,
903,Bluboo,S8,6970595010323,,,,,,
904,Ulefone,T1,6937748730743,,,,,,
905,Ulefone,T1,6937748730736,,,,,,
906,Doogee,S60,6924351617202,,,,,,
907,Doogee,S60,6924351617226,,,,,,
908,Doogee,BL7000,6924351617301,,,,,,
909,Doogee,BL7000,6924351617318,,,,,,
910,MaxCom,Smart MS553 LTE,5908235974026,,,,,,
911,BlackBerry,KEYone Limited Edition Black,889063501231,,,,,,
912,LG,V30,2900178600485,,,,,,
913,Sony,Xperia XZ1 Compact,7311271457626,,,,,,
914,CAT,S31 Dual SIM,5060472350886,,,,,,
915,CAT,S41 Dual SIM,5060472350718,,,,,,
916,Alcatel,Idol 5,4894461739007,,,,,,
917,Wiko,View Prime,6943279414526,,,,,,
918,Xiaomi,Mi A1,2900917507402,,,,,,
919,Xiaomi,Mi MIX 2,6954176838742,,,,,,
920,Apple,iPhone 8,190199292437,,,,,,
921,Apple,iPhone 8,190199292109,,,,,,
922,Apple,iPhone 8,2900591272290,,,,,,
923,Apple,iPhone 8,2900810212199,,,,,,
924,Apple,iPhone 8,2900427641276,,,,,,
925,Apple,iPhone 8,2900713227030,,,,,,
926,Apple,iPhone 8,2900287799650,,,,,,
927,Apple,iPhone 8,190198450821,,,,,,
928,Apple,iPhone 8 Plus,190199294233,,,,,,
929,Apple,iPhone 8 Plus,190199293571,,,,,,
930,Apple,iPhone 8 Plus,2900727833982,,,,,,
931,Apple,iPhone 8 Plus,2900473012440,,,,,,
932,Apple,iPhone 8 Plus,2900449561651,,,,,,
933,Apple,iPhone 8 Plus,2900295660850,,,,,,
934,Apple,iPhone 8 Plus,2900366756857,,,,,,
935,Apple,iPhone X,2900691570463,,,,,,
936,Apple,iPhone X,2900997219325,,,,,,
937,Apple,iPhone X,2900243841058,,,,,,
938,Doogee,S30,6924351617813,,,,,,
939,Doogee,S30,6924351617806,,,,,,
940,Doogee,Mix Lite,6924351622909,,,,,,
941,Doogee,Mix Lite,6924351622923,,,,,,
942,myPhone,Twist,5902983600534,,,,,,
943,myPhone,Twist,5902983600541,,,,,,
944,myPhone,Halo Mini 2,5902983600312,,,,,,
945,myPhone,Halo Mini 2,5902983600329,,,,,,
946,Meizu,M6,6937520022264,,,,,,
947,Meizu,M6,6937520022189,,,,,,
948,Doogee,Mix 2,5901801903147,,,,,,
949,Doogee,Mix 2,5901801903178,,,,,,
950,Doogee,Mix 2,5901801903154,,,,,,
951,Doogee,Mix 2,5901801903185,,,,,,
952,Umidigi,Z Pro,6970543490467,,,,,,
953,Umidigi,Z1 Pro,6970543491075,,,,,,
954,Umidigi,Z1 Pro,6970543491068,,,,,,
955,Umidigi,C2,6970543491112,,,,,,
956,Umidigi,S2 Pro,6970543491525,,,,,,
957,Umidigi,S2 Pro,6970543491518,,,,,,
958,Umidigi,C Note,6970543490672,,,,,,
959,Hammer,BOW+,5902983600442,,,,,,
960,Huawei,Mate 10 Lite Dual SIM,6901443199112,,,,,,
961,Huawei,Mate 10 Lite Dual SIM,6901443199129,,,,,,
962,Ulefone,S7,6937748732662,,,,,,
963,Ulefone,S7,6937748732648,,,,,,
964,myPhone,Prime 2,5902983600886,,,,,,
965,Kruger&Matz,Live 5,5901890029575,,,,,,
966,Kruger&Matz,Drive 5,5901890028677,,,,,,
967,myPhone,Fun LTE,5902983600350,,,,,,
968,Hammer,Iron,5902052860678,,,,,,
969,Hammer,Iron,5902052860685,,,,,,
970,Hammer,2,5902052862122,,,,,,
971,Hammer,2,5902052862139,,,,,,
972,Hammer,2+,5902052862153,,,,,,
973,Hammer,2+,5902052862146,,,,,,
974,Hammer,3,5902052868858,,,,,,
975,Hammer,3,5902983600459,,,,,,
976,Hammer,3,5902983600466,,,,,,
977,Hammer,3+,5902052868865,,,,,,
978,Hammer,3+,5902983600510,,,,,,
979,Hammer,3+,5902983600497,,,,,,
980,Hammer,Axe,5902052862030,,,,,,
981,Hammer,Axe,5902052862023,,,,,,
982,Hammer,Axe LTE,5902052862047,,,,,,
983,Hammer,Axe LTE,5902052862054,,,,,,
984,Overmax,Vertis 1820 Easy,5902581653390,,,,,,
985,Philips,S318,8712581748043,,,,,,
986,Doogee,BL12000,5901801903383,,,,,,
987,Gigaset,GS170,4250366851624,,,,,,
988,Xiaomi,Redmi 5,6954176807373,,,,,,
989,MaxCom,Comfort MM824,5908235974118,,,,,,
990,MaxCom,Comfort MM824,5908235974101,,,,,,
991,myPhone,Tango,5902983601760,,,,,,
992,Ulefone,Power 3,5902841225718,,,,,,
993,Huawei,P Smart Dual SIM,6901443211999,,,,,,
994,Philips,Xenium E168,8712581749149,,,,,,
995,Alcatel,3C Dual SIM,4894461752617,,,,,,
996,Alcatel,3C Dual SIM,4894461752631,,,,,,
997,MaxCom,Classic MM236,5908235974071,,,,,,
998,MaxCom,Classic MM236,5908235974088,,,,,,
999,TP-Link,Neffos Y5s,6935364083489,,,,,,
1000,Panasonic,KX-TU329,5025232855087,,,,,,
1001,Umidigi,S2 Lite,6970543491532,,,,,,
1002,Meizu,M6s,6937520023520,,,,,,
1003,Meizu,M6s,6937520023421,,,,,,
1004,Meizu,M6s,6937520023223,,,,,,
1005,Alcatel,5,4894461767291,,,,,,
1006,Ulefone,Power 3S,6937748732273,,,,,,
1007,Doogee,S50,5901801903581,,,,,,
1008,Doogee,S50,5901801903598,,,,,,
1009,Doogee,S50,5901801903567,,,,,,
1010,Doogee,X60L,5901801903314,,,,,,
1011,Doogee,X60L,5901801903321,,,,,,
1012,TP-Link,Neffos C7,6935364083809,,,,,,
1013,TP-Link,Neffos C5A,6935364083984,,,,,,
1014,Doogee,X55,5901801903345,,,,,,
1015,Doogee,X55,5901801903352,,,,,,
1016,General Mobile,GM 8,8699114103176,,,,,,
1017,General Mobile,GM 8,8699114103183,,,,,,
1018,CAT,S61,5060472351128,,,,,,
1019,Ulefone,T1 Premium Edition,6937748731627,,,,,,
1020,Hammer,Energy 18x9,5902983603245,,,,,,
1021,Hammer,Energy 18x9,5902983603238,,,,,,
1022,myPhone,Fun 18x9,5902983602149,,,,,,
1023,myPhone,Fun 18x9,5902983602156,,,,,,
1024,myPhone,Pocket 18x9,5902983602125,,,,,,
1025,myPhone,Pocket 18x9,5902983602132,,,,,,
1026,myPhone,Prime 18x9,5902983602170,,,,,,
1027,myPhone,Prime 18x9,5902983602163,,,,,,
1028,MaxCom,Smart MS457 LTE Strong,5908235974248,,,,,,
1029,MaxCom,Smart MS457 LTE Strong,5908235974255,,,,,,
1030,Nokia,8110 4G Dual SIM,6438409015129,,,,,,
1031,Nokia,8110 4G Dual SIM,6438409015136,,,,,,
1032,Asus,ZenFone 5Z ZS620KL,4718017003032,,,,,,
1033,Asus,ZenFone 5Z ZS620KL,4718017003063,,,,,,
1034,Samsung,Galaxy S9+ Dual SIM,8801643134389,,,,,,
1035,Samsung,Galaxy S9+ Dual SIM,8801643134204,,,,,,
1036,Samsung,Galaxy S9+ Dual SIM,8801643134006,,,,,,
1037,Samsung,Galaxy S9+ Dual SIM,8801643392758,,,,,,
1038,Samsung,Galaxy S9+ Dual SIM,8801643343668,,,,,,
1039,Samsung,Galaxy S9 Dual SIM,8801643129958,,,,,,
1040,Samsung,Galaxy S9 Dual SIM,8801643129859,,,,,,
1041,Samsung,Galaxy S9 Dual SIM,8801643129798,,,,,,
1042,Samsung,Galaxy S9 Dual SIM,8801643347192,,,,,,
1043,Doogee,X50,5901801903451,,,,,,
1044,Doogee,S60 Lite,5901801903550,,,,,,
1045,Alcatel,3 Dual SIM,4894461760568,,,,,,
1046,Alcatel,3 Dual SIM,4894461760575,,,,,,
1047,Alcatel,3 Dual SIM,4894461765211,,,,,,
1048,Alcatel,3V Dual SIM,4894461754499,,,,,,
1049,Alcatel,3V Dual SIM,4894461754512,,,,,,
1050,Alcatel,3V Dual SIM,4894461754505,,,,,,
1051,Asus,ZenFone 5 A501CG,4712900023770,,,,,,
1052,Asus,ZenFone 5 A501CG,4712900023787,,,,,,
1053,Asus,ZenFone 5 A501CG,4716659946083,,,,,,
1054,Huawei,P20 Lite,6901443213313,,,,,,
1055,Huawei,P20 Lite,6901443213320,,,,,,
1056,Huawei,P20 Lite,6901443213337,,,,,,
1057,myPhone,7300,5902983601968,,,,,,
1058,Xiaomi,Redmi Note 5 AI Dual Camera,6941059603207,,,,,,
1059,Xiaomi,Redmi Note 5 AI Dual Camera,6941059603245,,,,,,
1060,Xiaomi,Redmi Note 5 AI Dual Camera,6941059603238,,,,,,
1061,Xiaomi,Redmi Note 5 AI Dual Camera,6941059603214,,,,,,
1062,Xiaomi,Redmi Note 5 AI Dual Camera,6941059603191,,,,,,
1063,Xiaomi,Redmi Note 5 AI Dual Camera,6941059603245,,,,,,
1064,Xiaomi,Redmi Note 5 AI Dual Camera,6941059603221,,,,,,
1065,HTC,Desire 12+,4718487709311,,,,,,
1066,HTC,Desire 12 Dual SIM,4718487708956,,,,,,
1067,Huawei,P20 Pro,6901443214556,,,,,,
1068,Huawei,P20 Pro,6901443213504,,,,,,
1069,Kruger&Matz,Move 8,5901890034104,,,,,,
1070,Kruger&Matz,Move 8,5901890034128,,,,,,
1071,Kruger&Matz,Move 8,5901890034142,,,,,,
1072,Xiaomi,Mi MIX 2S,6941059602309,,,,,,
1073,Xiaomi,Mi MIX 2S,6941059602316,,,,,,
1074,Xiaomi,Mi MIX 2S,6941059603443,,,,,,
1075,Xiaomi,Mi MIX 2S,6941059603436,,,,,,
1076,Huawei,P20,6901443250974,,,,,,
1077,Huawei,P20,6901443250981,,,,,,
1078,Huawei,P20,6901443250998,,,,,,
1079,Huawei,Y7 Prime 2018,6901443225132,,,,,,
1080,Honor,7A AUM-TL00,6901443240586,,,,,,
1081,Blaupunkt,BS 02,5999887068232,,,,,,
1082,Blaupunkt,SL 02,5999887068270,,,,,,
1083,Blaupunkt,SL 01,5999887068256,,,,,,
1084,Blaupunkt,SL 04,5999887068379,,,,,,
1085,Blaupunkt,RS 01,5999887068249,,,,,,
1086,Blaupunkt,FL 01,5990718816480,,,,,,
1087,Blaupunkt,FM 02,5999887068300,,,,,,
1088,Blaupunkt,FM 02,5999887068454,,,,,,
1089,Huawei,Y6 2018,6901443225187,,,,,,
1090,Huawei,Y6 2018,6901443225194,,,,,,
1091,Huawei,Y6 2018,6901443225200,,,,,,
1092,Huawei,Y6 Prime 2018,6901443232147,,,,,,
1093,Huawei,Y6 Prime 2018,6901443232154,,,,,,
1094,Xiaomi,Black Shark,6971409200220,,,,,,
1095,General Mobile,GM 8 Go,8699114103299,,,,,,
1096,General Mobile,GM 8 Go,8699114103282,,,,,,
1097,Honor,10,6901443235414,,,,,,
1098,Honor,10,6901443225019,,,,,,
1099,Honor,10,6901443233106,,,,,,
1100,Honor,10,6901443224982,,,,,,
1101,Honor,10,6901443224999,,,,,,
1102,Honor,10,6901443225002,,,,,,
1103,Ulefone,Armor X,6937748732365,,,,,,
1104,Ulefone,Armor X,6937748732341,,,,,,
1105,MaxCom,Comfort MM750,5908235974279,,,,,,
1106,Ulefone,Armor Mini,6937748732310,,,,,,
1107,Ulefone,Armor Mini,6937748732327,,,,,,
1108,Motorola,Moto E5 Play,723755127005,,,,,,
1109,Motorola,Moto E5 Play,723755126855,,,,,,
1110,Motorola,Moto E5 Plus,723755120365,,,,,,
1111,Asus,Zenfone Max Pro M1,4718017053686,,,,,,
1112,Asus,Zenfone Max Pro M1,4718017127318,,,,,,
1113,Samsung,Galaxy A6 Dual SIM,8801643332617,,,,,,
1114,TP-Link,Neffos C9A,6935364085681,,,,,,
1115,TP-Link,Neffos C9A,6935364085674,,,,,,
1116,TP-Link,Neffos C5s,6935364084288,,,,,,
1117,Huawei,Y5 2018 Dual SIM,6901443229031,,,,,,
1118,Huawei,Y5 2018 Dual SIM,6901443229048,,,,,,
1119,Kruger&Matz,Live 6+,5901890034166,,,,,,
1120,Kruger&Matz,Live 6+,5901890034319,,,,,,
