,Marka,Model,EAN,RAM,Flash,SIMM,Kolor,mgsm,source
143,LG,G3,8806084965936,3 GB,32 GB,1,null,https://www.mgsm.pl/pl/katalog/LG/G3/,https://www.euro.com.pl/telefony-komorkowe/lg-g3-32gb-tytanowy.bhtml#afterSearch-8806084965936||||product
144,Samsung,Galaxy S5 Active,8806086506458,null,null,null,null,https://www.mgsm.pl/pl/katalog/Samsung/GalaxyS5Active/,null
145,Samsung,Galaxy S5 Active,8806086506465,2 GB,16 GB,1,null,https://www.mgsm.pl/pl/katalog/Samsung/GalaxyS5Active/,https://www.euro.com.pl/telefony-komorkowe/samsung-galaxy-s5-active-sm-g870f-szary.bhtml#afterSearch-8806086506465||||product
146,MaxCom,MM720,5908235972961,poniżej 512 MB,null,1,null,https://www.mgsm.pl/pl/katalog/MaxCom/MM720/,https://www.euro.com.pl/telefony-komorkowe/maxcom-mm720.bhtml#afterSearch-5908235972961||||product
147,Telefunken,Enjoy TE1,5901801900511,0.5 GB,4 GB,2,null,https://www.mgsm.pl/pl/katalog/Telefunken/EnjoyTE1/,https://www.euro.com.pl/telefony-komorkowe/telefunken-enjoy-te1-granatowy.bhtml#afterSearch-5901801900511||||product
148,Telefunken,Live TL1,5901801900474,0.5 GB,4 GB,2,null,https://www.mgsm.pl/pl/katalog/Telefunken/LiveTL1/,https://www.euro.com.pl/telefony-komorkowe/telefunken-live-tl1-czarny.bhtml#afterSearch-5901801900474||||product
149,Telefunken,Diamond TD1,5901801900467,1 GB,4 GB,2,null,https://www.mgsm.pl/pl/katalog/Telefunken/DiamondTD1/,https://www.euro.com.pl/telefony-komorkowe/telefunken-diamond-td1-bialy.bhtml#afterSearch-5901801900467||||product
150,HTC,One E8,4718487658862,2 GB,16 GB,1,null,https://www.mgsm.pl/pl/katalog/HTC/OneE8/,https://www.euro.com.pl/telefony-komorkowe/htc-one-e8.bhtml#afterSearch-4718487658862||||product
151,MaxCom,MM710,5908235972770,null,null,null,null,https://www.mgsm.pl/pl/katalog/MaxCom/MM710/,null
152,Sony,Xperia T3,7311271473541,null,null,null,null,https://www.mgsm.pl/pl/katalog/Sony/XperiaT3/,null
153,Sony,Xperia T3,7311271473565,null,null,null,null,https://www.mgsm.pl/pl/katalog/Sony/XperiaT3/,null
154,Sony,Xperia T3,7311271473558,null,null,null,null,https://www.mgsm.pl/pl/katalog/Sony/XperiaT3/,null
155,Goclever,Quantum 600,5906736067988,1 GB,4 GB,2,null,https://www.mgsm.pl/pl/katalog/Goclever/Quantum600/,https://www.euro.com.pl/telefony-komorkowe/goclever-quantum-600-czarny.bhtml#afterSearch-5906736067988||||product
156,Goclever,Quantum 600,5906736067995,1 GB,4 GB,2,null,https://www.mgsm.pl/pl/katalog/Goclever/Quantum600/,https://www.euro.com.pl/telefony-komorkowe/goclever-quantum-600-bialy.bhtml#afterSearch-5906736067995||||product
157,Alcatel,One Touch Idol 2S,4894461137933,null,null,null,null,https://www.mgsm.pl/pl/katalog/Alcatel/OneTouchIdol2S/,null
158,Alcatel,One Touch Idol 2S,4894461137926,null,null,null,null,https://www.mgsm.pl/pl/katalog/Alcatel/OneTouchIdol2S/,null
159,Alcatel,One Touch Idol 2 mini S,4894461138060,null,null,null,null,https://www.mgsm.pl/pl/katalog/Alcatel/OneTouchIdol2miniS/,null
160,Alcatel,One Touch Idol 2 mini S,4894461138046,1 GB,8 GB,1,null,https://www.mgsm.pl/pl/katalog/Alcatel/OneTouchIdol2miniS/,https://www.euro.com.pl/telefony-komorkowe/alcatel-onetouch-idol-2-mini-s-cloudy.bhtml#afterSearch-4894461138046||||product
161,CAT,B15Q,5060280965463,1 GB,4 GB,2,null,https://www.mgsm.pl/pl/katalog/CAT/B15Q/,https://www.euro.com.pl/telefony-komorkowe/cat-b15q.bhtml#afterSearch-5060280965463||||product
162,Philips,S308,8712581735708,null,null,null,null,https://www.mgsm.pl/pl/katalog/Philips/S308/,null
163,Prestigio,MultiPhone 8500 DUO,8595248125513,1 GB,8 GB,2,null,https://www.mgsm.pl/pl/katalog/Prestigio/MultiPhone8500DUO/,https://www.euro.com.pl/telefony-komorkowe/prestigio-multiphone-psp-8500-duo-czarny.bhtml#afterSearch-8595248125513||||product
164,Samsung,GT-i9301i,8806086576840,1.5 GB,16 GB,1,null,null,https://www.euro.com.pl/telefony-komorkowe/samsung-galaxy-s-iii-neo-gt-i9301i-bialy.bhtml#afterSearch-8806086576840||||product
165,Samsung,GT-i9301i,8806086296168,1.5 GB,16 GB,1,null,null,https://www.euro.com.pl/telefony-komorkowe/samsung-galaxy-s-iii-neo-gt-i9301i-czarny.bhtml#afterSearch-8806086296168||||product
166,Samsung,GT-i9301i,8806086576741,null,null,null,null,null,null
167,Huawei,Honor 6,6901443026630,null,null,null,null,https://www.mgsm.pl/pl/katalog/Huawei/Honor6/,null
168,Huawei,Honor 6,6901443026623,null,null,null,null,https://www.mgsm.pl/pl/katalog/Huawei/Honor6/,null
169,Prestigio,Grace,8595248124608,2 GB,16 GB,1,null,https://www.mgsm.pl/pl/katalog/Prestigio/Grace/,https://www.euro.com.pl/telefony-komorkowe/prestigio-multiphone-psp-7557-grace-czarny.bhtml#afterSearch-8595248124608||||product
170,Prestigio,Grace,8595248124622,2 GB,16 GB,1,null,https://www.mgsm.pl/pl/katalog/Prestigio/Grace/,https://www.euro.com.pl/telefony-komorkowe/prestigio-multiphone-psp-7557-grace-bialy.bhtml#afterSearch-8595248124622||||product
171,BlackBerry,Passport,802975057481,null,null,null,null,https://www.mgsm.pl/pl/katalog/BlackBerry/Passport/,null
172,BlackBerry,Classic,802975057962,null,null,null,null,https://www.mgsm.pl/pl/katalog/BlackBerry/Classic/,null
173,Kazam,Thunder2 5.0,5060370510917,1 GB,4 GB,2,null,https://www.mgsm.pl/pl/katalog/Kazam/Thunder25.0,https://www.euro.com.pl/telefony-komorkowe/kazam-thunder-2-5-0-bialy.bhtml#afterSearch-5060370510917||||product
174,Kazam,Thunder2 5.0,5060370510900,null,null,null,null,https://www.mgsm.pl/pl/katalog/Kazam/Thunder25.0,null
175,Samsung,Galaxy S5 mini,8806086358743,1.5 GB,16 GB,1,null,https://www.mgsm.pl/pl/katalog/Samsung/GalaxyS5mini/,https://www.euro.com.pl/telefony-komorkowe/samsung-galaxy-s5-mini-sm-g800f-bialy.bhtml#afterSearch-8806086358743||||product
176,Samsung,Galaxy S5 mini,8806086358385,1.5 GB,16 GB,1,null,https://www.mgsm.pl/pl/katalog/Samsung/GalaxyS5mini/,https://www.euro.com.pl/telefony-komorkowe/samsung-galaxy-s5-mini-sm-g800f-niebieski.bhtml#afterSearch-8806086358385||||product
177,Samsung,Galaxy S5 mini,8806086358552,null,null,null,null,https://www.mgsm.pl/pl/katalog/Samsung/GalaxyS5mini/,null
178,Samsung,Galaxy S5 mini,8806086358453,1.5 GB,16 GB,1,null,https://www.mgsm.pl/pl/katalog/Samsung/GalaxyS5mini/,https://www.euro.com.pl/telefony-komorkowe/samsung-galaxy-s5-mini-sm-g800f-zloty.bhtml#afterSearch-8806086358453||||product
179,HTC,One M8 Dual SIM,4718487653102,null,null,null,null,https://www.mgsm.pl/pl/katalog/HTC/OneM8DualSIM/,null
180,Philips,i908,8712581730857,null,null,null,null,https://www.mgsm.pl/pl/katalog/Philips/i908/,null
181,Alcatel,One Touch Pop C2,4894461295336,0.5 GB,4 GB,1,null,https://www.mgsm.pl/pl/katalog/Alcatel/OneTouchPopC2/,https://www.euro.com.pl/telefony-komorkowe/alcatel-onetouch-pop-c2-granatowo-czarny.bhtml#afterSearch-4894461295336||||product
182,LG,G3 s,8806084968036,1 GB,8 GB,1,null,https://www.mgsm.pl/pl/katalog/LG/G3s/,https://www.euro.com.pl/telefony-komorkowe/lg-g3-s-bialy.bhtml#afterSearch-8806084968036||||product
183,LG,G3 s,8806084968043,1 GB,8 GB,1,null,https://www.mgsm.pl/pl/katalog/LG/G3s/,https://www.euro.com.pl/telefony-komorkowe/lg-g3-s-zloty.bhtml#afterSearch-8806084968043||||product
184,LG,G3 s,8806084966971,null,null,null,null,https://www.mgsm.pl/pl/katalog/LG/G3s/,null
185,Nokia,Lumia 530 Dual SIM,6438158686601,0.5 GB,4 GB,2,null,https://www.mgsm.pl/pl/katalog/Nokia/Lumia530DualSIM/,https://www.euro.com.pl/telefony-komorkowe/nokia-lumia-530-zolty.bhtml#afterSearch-6438158686601||||product
186,Kazam,TV 4.5,5060370511563,null,null,null,null,https://www.mgsm.pl/pl/katalog/Kazam/TV4.5,null
187,BenQ,F5,4718755057588,null,null,null,null,https://www.mgsm.pl/pl/katalog/BenQ/F5/,null
188,myPhone,Funky,5900495296436,0.5 GB,4 GB,2,null,https://www.mgsm.pl/pl/katalog/myPhone/Funky/,https://www.euro.com.pl/telefony-komorkowe/myphone-funky-bialy.bhtml#afterSearch-5900495296436||||product
189,MaxCom,MM910 Strong,5908235973074,null,null,null,null,https://www.mgsm.pl/pl/katalog/MaxCom/MM910Strong/,null
190,MaxCom,MM910 Strong,5908235973005,null,null,null,null,https://www.mgsm.pl/pl/katalog/MaxCom/MM910Strong/,null
191,Prestigio,MultiPhone 5508 DUO,8595248125551,1 GB,16 GB,2,null,https://www.mgsm.pl/pl/katalog/Prestigio/MultiPhone5508DUO/,https://www.euro.com.pl/telefony-komorkowe/prestigio-multiphone-psp-5508-duo.bhtml#afterSearch-8595248125551||||product
192,Prestigio,Multiphone 5504 DUO,8595248125698,null,null,null,null,https://www.mgsm.pl/pl/katalog/Prestigio/Multiphone5504DUO/,null
193,Nokia,130 Dual SIM,6438158688834,null,null,null,null,https://www.mgsm.pl/pl/katalog/Nokia/130DualSIM/,null
194,Nokia,130 Dual SIM,6438158688841,null,null,null,null,https://www.mgsm.pl/pl/katalog/Nokia/130DualSIM/,null
195,Nokia,130 Dual SIM,6438158688858,null,null,null,null,https://www.mgsm.pl/pl/katalog/Nokia/130DualSIM/,null
196,Prestigio,MultiPhone 5453 DUO,8595248125742,1 GB,8 GB,2,null,https://www.mgsm.pl/pl/katalog/Prestigio/MultiPhone5453DUO/,https://www.euro.com.pl/telefony-komorkowe/prestigio-multiphone-psp-5453-duo-metal.bhtml#afterSearch-8595248125742||||product
197,Prestigio,MultiPhone 5453 DUO,8595248125728,null,null,null,null,https://www.mgsm.pl/pl/katalog/Prestigio/MultiPhone5453DUO/,null
198,Prestigio,MultiPhone 5453 DUO,8595248125735,1 GB,8 GB,2,null,https://www.mgsm.pl/pl/katalog/Prestigio/MultiPhone5453DUO/,https://www.euro.com.pl/telefony-komorkowe/prestigio-multiphone-psp-5453-duo-bialy.bhtml#afterSearch-8595248125735||||product
199,Samsung,Galaxy Alpha,8806086380874,2 GB,32 GB,1,null,https://www.mgsm.pl/pl/katalog/Samsung/GalaxyAlpha/,https://www.euro.com.pl/telefony-komorkowe/samsung-galaxy-alpha-sm-g850f-czarny.bhtml#afterSearch-8806086380874||||product
200,Samsung,Galaxy Alpha,8806086381710,2 GB,32 GB,1,null,https://www.mgsm.pl/pl/katalog/Samsung/GalaxyAlpha/,https://www.euro.com.pl/telefony-komorkowe/samsung-galaxy-alpha-sm-g850f-bialy.bhtml#afterSearch-8806086381710||||product
201,Samsung,Galaxy Alpha,8806086435147,2 GB,32 GB,1,null,https://www.mgsm.pl/pl/katalog/Samsung/GalaxyAlpha/,https://www.euro.com.pl/telefony-komorkowe/samsung-galaxy-alpha-sm-g850f-srebrny.bhtml#afterSearch-8806086435147||||product
202,Samsung,Galaxy Alpha,8806086383271,null,null,null,null,https://www.mgsm.pl/pl/katalog/Samsung/GalaxyAlpha/,null
203,Allview,X2 Twin,5948790006039,1 GB,8 GB,2,null,https://www.mgsm.pl/pl/katalog/Allview/X2Twin/,https://www.euro.com.pl/telefony-komorkowe/allview-x2-twin-czarny.bhtml#afterSearch-5948790006039||||product
204,Samsung,Galaxy Note 4,8806086473170,3 GB,32 GB,1,null,https://www.mgsm.pl/pl/katalog/Samsung/GalaxyNote4/,https://www.euro.com.pl/telefony-komorkowe/samsung-galaxy-note-4-sm-n910c-rozowy.bhtml#afterSearch-8806086473170||||product
205,Samsung,Galaxy Note 4,8806086473163,3 GB,32 GB,1,null,https://www.mgsm.pl/pl/katalog/Samsung/GalaxyNote4/,https://www.euro.com.pl/telefony-komorkowe/samsung-galaxy-note-4-sm-n910c-zloty.bhtml#afterSearch-8806086473163||||product
206,Samsung,Galaxy Note 4,8806086473101,null,null,null,null,https://www.mgsm.pl/pl/katalog/Samsung/GalaxyNote4/,null
207,Samsung,Galaxy Note 4,8806086473132,null,null,null,null,https://www.mgsm.pl/pl/katalog/Samsung/GalaxyNote4/,null
208,Lark,Phablet 6.0,1019363,null,null,null,null,https://www.mgsm.pl/pl/katalog/Lark/Phablet6.0,null
209,Lark,Cirrus 4,5901592830851,0.5 GB,4 GB,2,null,https://www.mgsm.pl/pl/katalog/Lark/Cirrus4/,https://www.euro.com.pl/telefony-komorkowe/lark-cirrus-4-czarny.bhtml#afterSearch-5901592830851||||product
210,LG,L Bello,8806084974051,1 GB,8 GB,1,null,https://www.mgsm.pl/pl/katalog/LG/LBello/,https://www.euro.com.pl/telefony-komorkowe/lg-l-bello-czarny.bhtml#afterSearch-8806084974051||||product
211,LG,L Fino,8806084966926,1 GB,4 GB,1,null,https://www.mgsm.pl/pl/katalog/LG/LFino/,https://www.euro.com.pl/telefony-komorkowe/lg-l-fino-czarny.bhtml#afterSearch-8806084966926||||product
212,LG,L Fino,8806084965554,null,null,null,null,https://www.mgsm.pl/pl/katalog/LG/LFino/,null
213,LG,L50 Sporty,8806084966940,null,null,null,null,https://www.mgsm.pl/pl/katalog/LG/L50Sporty/,null
214,Kruger&Matz,Live 2,5901890005128,null,null,null,null,https://www.mgsm.pl/pl/katalog/Kruger&Matz/Live2/,null
215,Prestigio,MultiPhone 5505 DUO,8595248122352,1 GB,8 GB,2,null,https://www.mgsm.pl/pl/katalog/Prestigio/MultiPhone5505DUO/,https://www.euro.com.pl/telefony-komorkowe/prestigio-multiphone-psp-5505-duo-bialy.bhtml#afterSearch-8595248122352||||product
216,Prestigio,MultiPhone 5505 DUO,8595248122345,1 GB,8 GB,2,null,https://www.mgsm.pl/pl/katalog/Prestigio/MultiPhone5505DUO/,https://www.euro.com.pl/telefony-komorkowe/prestigio-multiphone-psp-5505-duo-niebieski.bhtml#afterSearch-8595248122345||||product
217,Samsung,GT-E1200R,8806086332057,poniżej 512 MB,8 MB,1,null,null,https://www.euro.com.pl/telefony-komorkowe/samsung-e1200r.bhtml#afterSearch-8806086332057||||product
218,Samsung,GT-E1200R,8806086332071,poniżej 512 MB,8 MB,1,null,null,https://www.euro.com.pl/telefony-komorkowe/samsung-e1200r-bialy.bhtml#afterSearch-8806086332071||||product
219,Sony,Xperia E3,7311271492184,1 GB,4 GB,1,null,https://www.mgsm.pl/pl/katalog/Sony/XperiaE3/,https://www.euro.com.pl/telefony-komorkowe/sony-xperia-e3-zolty.bhtml#afterSearch-7311271492184||||product
220,Sony,Xperia E3,7311271492320,1 GB,4 GB,1,null,https://www.mgsm.pl/pl/katalog/Sony/XperiaE3/,https://www.euro.com.pl/telefony-komorkowe/sony-xperia-e3-miedziany.bhtml#afterSearch-7311271492320||||product
221,Sony,Xperia E3,7311271477976,1 GB,4 GB,1,null,https://www.mgsm.pl/pl/katalog/Sony/XperiaE3/,https://www.euro.com.pl/telefony-komorkowe/sony-xperia-e3-czarny.bhtml#afterSearch-7311271477976||||product
222,Sony,Xperia E3,7311271492160,1 GB,4 GB,1,null,https://www.mgsm.pl/pl/katalog/Sony/XperiaE3/,https://www.euro.com.pl/telefony-komorkowe/sony-xperia-e3-bialy.bhtml#afterSearch-7311271492160||||product
223,Sony,Xperia Z3 Compact,7311271492054,null,null,null,null,https://www.mgsm.pl/pl/katalog/Sony/XperiaZ3Compact/,null
224,Sony,Xperia Z3 Compact,7311271492061,2 GB,16 GB,1,null,https://www.mgsm.pl/pl/katalog/Sony/XperiaZ3Compact/,https://www.euro.com.pl/telefony-komorkowe/sony-xperia-z3-compact-czerwony.bhtml#afterSearch-7311271492061||||product
225,Sony,Xperia Z3 Compact,7311271492085,null,null,null,null,https://www.mgsm.pl/pl/katalog/Sony/XperiaZ3Compact/,null
226,Sony,Xperia Z3 Compact,7311271492078,null,null,null,null,https://www.mgsm.pl/pl/katalog/Sony/XperiaZ3Compact/,null
227,Samsung,Galaxy Note Edge,8806086627429,3 GB,32 GB,1,null,https://www.mgsm.pl/pl/katalog/Samsung/GalaxyNoteEdge/,https://www.euro.com.pl/telefony-komorkowe/samsung-galaxy-note-edge-sm-n915f-bialy.bhtml#afterSearch-8806086627429||||product
228,Samsung,Galaxy Note Edge,8806086627467,3 GB,32 GB,1,null,https://www.mgsm.pl/pl/katalog/Samsung/GalaxyNoteEdge/,https://www.euro.com.pl/telefony-komorkowe/samsung-galaxy-note-edge-sm-n915f-czarny.bhtml#afterSearch-8806086627467||||product
229,Nokia,Lumia 830,6438158690158,1 GB,16 GB,1,null,https://www.mgsm.pl/pl/katalog/Nokia/Lumia830/,https://www.euro.com.pl/telefony-komorkowe/nokia-lumia-830-zielony_1.bhtml#afterSearch-6438158690158||||product
230,Nokia,Lumia 830,6438158690165,1 GB,16 GB,1,null,https://www.mgsm.pl/pl/katalog/Nokia/Lumia830/,https://www.euro.com.pl/telefony-komorkowe/nokia-lumia-830-pomaranczowy_1.bhtml#afterSearch-6438158690165||||product
231,Nokia,Lumia 830,6438158690141,1 GB,16 GB,1,null,https://www.mgsm.pl/pl/katalog/Nokia/Lumia830/,https://www.euro.com.pl/telefony-komorkowe/nokia-lumia-830-czarny_1.bhtml#afterSearch-6438158690141||||product
232,Nokia,Lumia 730 Dual SIM,6438158690097,1 GB,8 GB,2,null,https://www.mgsm.pl/pl/katalog/Nokia/Lumia730DualSIM/,https://www.euro.com.pl/telefony-komorkowe/nokia-lumia-730-dual-sim-pomaranczowy.bhtml#afterSearch-6438158690097||||product
233,Nokia,Lumia 730 Dual SIM,6438158690073,1 GB,8 GB,2,null,https://www.mgsm.pl/pl/katalog/Nokia/Lumia730DualSIM/,https://www.euro.com.pl/telefony-komorkowe/nokia-lumia-730-dual-sim-zielony.bhtml#afterSearch-6438158690073||||product
234,Nokia,Lumia 730 Dual SIM,6438158690066,null,null,null,null,https://www.mgsm.pl/pl/katalog/Nokia/Lumia730DualSIM/,null
235,HTC,Desire 820,4718487665242,2 GB,16 GB,1,null,https://www.mgsm.pl/pl/katalog/HTC/Desire820/,https://www.euro.com.pl/telefony-komorkowe/htc-desire-820-bialy.bhtml#afterSearch-4718487665242||||product
236,HTC,Desire 820,4718487665235,null,null,null,null,https://www.mgsm.pl/pl/katalog/HTC/Desire820/,null
237,Huawei,Ascend G7,6901443034574,null,null,null,null,https://www.mgsm.pl/pl/katalog/Huawei/AscendG7/,null
238,Huawei,Ascend G7,6901443035861,null,null,null,null,https://www.mgsm.pl/pl/katalog/Huawei/AscendG7/,null
239,Huawei,Ascend G7,6901443034819,2 GB,16 GB,1,null,https://www.mgsm.pl/pl/katalog/Huawei/AscendG7/,https://www.euro.com.pl/telefony-komorkowe/huawei-ascend-g7-szary.bhtml#afterSearch-6901443034819||||product
240,Huawei,Ascend Mate 7,6901443028153,null,null,null,null,https://www.mgsm.pl/pl/katalog/Huawei/AscendMate7/,null
241,Huawei,Ascend Mate 7,6901443028146,2 GB,16 GB,1,null,https://www.mgsm.pl/pl/katalog/Huawei/AscendMate7/,https://www.euro.com.pl/telefony-komorkowe/huawei-ascend-mate-7-srebrny.bhtml#afterSearch-6901443028146||||product
242,CAT,S50,5060280965562,2 GB,8 GB,1,null,https://www.mgsm.pl/pl/katalog/CAT/S50/,https://www.euro.com.pl/telefony-komorkowe/cat-s50.bhtml#afterSearch-5060280965562||||product
243,Motorola,Moto X 2nd Gen,6947681521513,null,null,null,null,https://www.mgsm.pl/pl/katalog/Motorola/MotoX2ndGen/,null
244,Motorola,Moto X 2nd Gen,6947681521988,null,null,null,null,https://www.mgsm.pl/pl/katalog/Motorola/MotoX2ndGen/,null
245,Motorola,Moto G 2nd Gen,6947681519619,null,null,null,null,https://www.mgsm.pl/pl/katalog/Motorola/MotoG2ndGen/,null
246,Sony,Xperia Z3 Dual SIM,7311271501862,null,null,null,null,https://www.mgsm.pl/pl/katalog/Sony/XperiaZ3DualSIM/,null
247,Sony,Xperia Z3 Dual SIM,7311271501855,null,null,null,null,https://www.mgsm.pl/pl/katalog/Sony/XperiaZ3DualSIM/,null
248,Sony,Xperia Z3 Dual SIM,7311271501848,null,null,null,null,https://www.mgsm.pl/pl/katalog/Sony/XperiaZ3DualSIM/,null
249,Allview,V1 Viper e,5948790006336,1 GB,8 GB,2,null,https://www.mgsm.pl/pl/katalog/Allview/V1Vipere/,https://www.euro.com.pl/telefony-komorkowe/allview-v1-viper-e-czarny.bhtml#afterSearch-5948790006336||||product
250,Allview,V1 Viper e,5948790006381,1 GB,8 GB,2,null,https://www.mgsm.pl/pl/katalog/Allview/V1Vipere/,https://www.euro.com.pl/telefony-komorkowe/allview-v1-viper-e-bialy.bhtml#afterSearch-5948790006381||||product
251,BenQ,T3,4718755057571,null,null,null,null,https://www.mgsm.pl/pl/katalog/BenQ/T3/,null
252,Allview,V1 Viper S4G,5948790006701,null,null,null,null,https://www.mgsm.pl/pl/katalog/Allview/V1ViperS4G/,null
253,Allview,V1 Viper S4G,5948790006718,null,null,null,null,https://www.mgsm.pl/pl/katalog/Allview/V1ViperS4G/,null
254,Philips,S388,8712581729233,1 GB,4 GB,2,null,https://www.mgsm.pl/pl/katalog/Philips/S388/,https://www.euro.com.pl/telefony-komorkowe/philips-s388.bhtml#afterSearch-8712581729233||||product
255,Meizu,MX4,6937520003584,2 GB,32 GB,1,null,https://www.mgsm.pl/pl/katalog/Meizu/MX4/,https://www.euro.com.pl/telefony-komorkowe/meizu-mx4-32gb-srebrno-bialy.bhtml#afterSearch-6937520003584||||product
256,Meizu,MX4,6937520003492,null,null,null,null,https://www.mgsm.pl/pl/katalog/Meizu/MX4/,null
257,Meizu,MX4,6937520003270,2 GB,16 GB,1,null,https://www.mgsm.pl/pl/katalog/Meizu/MX4/,https://www.euro.com.pl/telefony-komorkowe/meizu-mx4-16gb-szary.bhtml#afterSearch-6937520003270||||product
258,Telefunken,Enjoy TE,5901801901051,0.5 GB,4 GB,2,null,https://www.mgsm.pl/pl/katalog/Telefunken/EnjoyTE/,https://www.euro.com.pl/telefony-komorkowe/telefunken-enjoy-te-srebrny.bhtml#afterSearch-5901801901051||||product
259,Telefunken,Enjoy TE,5901801901044,0.5 GB,4 GB,2,null,https://www.mgsm.pl/pl/katalog/Telefunken/EnjoyTE/,https://www.euro.com.pl/telefony-komorkowe/telefunken-enjoy-te-bialy.bhtml#afterSearch-5901801901044||||product
260,Telefunken,Enjoy TE,5901801901068,0.5 GB,4 GB,2,null,https://www.mgsm.pl/pl/katalog/Telefunken/EnjoyTE/,https://www.euro.com.pl/telefony-komorkowe/telefunken-enjoy-te-wisniowy.bhtml#afterSearch-5901801901068||||product
261,Telefunken,Enjoy TE,5901801901037,0.5 GB,4 GB,2,null,https://www.mgsm.pl/pl/katalog/Telefunken/EnjoyTE/,https://www.euro.com.pl/telefony-komorkowe/telefunken-enjoy-te-czarny.bhtml#afterSearch-5901801901037||||product
262,Telefunken,Enjoy TE2,5901801901396,0.5 GB,4 GB,2,null,https://www.mgsm.pl/pl/katalog/Telefunken/EnjoyTE2/,https://www.euro.com.pl/telefony-komorkowe/telefunken-enjoy-te2-bialy.bhtml#afterSearch-5901801901396||||product
263,Telefunken,Enjoy TE2,5901801901389,0.5 GB,4 GB,2,null,https://www.mgsm.pl/pl/katalog/Telefunken/EnjoyTE2/,https://www.euro.com.pl/telefony-komorkowe/telefunken-enjoy-te2-czarny.bhtml#afterSearch-5901801901389||||product
264,Telefunken,Live TL2,5901801901365,0.5 GB,4 GB,2,null,https://www.mgsm.pl/pl/katalog/Telefunken/LiveTL2/,https://www.euro.com.pl/telefony-komorkowe/telefunken-live-tl2-bialy.bhtml#afterSearch-5901801901365||||product
